Id	Length	HS	PT	GG	NL	#1#
ENST00000233242	4534	551,717,725,759,892,1633,1702,2069,2108,2159,2548,2662,2683,2978,3255,3261,3400,3566,3586,3732,3911,3977,4051,4071,4141,4309,4402	79,107,163,292,470,485,729,819,909,1333,1653,2789,2849,2890,2962,3162,3359,3652,3768,3958,3960,3984,3992,4098,4104,4204,4257,4453	11,58,111,145,168,313,521,970,1147,1186,1662,1727,1734,1922,2208,2266,2272,2354,2449,2603,2749,2826,2942,3168,3295,3391,3421,3672,3774,3857,3946,4023,4134,4235,4272,4388,4420	46,63,250,446,518,522,659,694,730,829,940,942,1059,1206,1315,1359,1425,1507,1755,1850,1926,1933,1981,1984,2005,2039,2056,2057,2066,2093,2162,2163,2175,2179,2190,2273,2283,2302,2342,2368,2374,2376,2383,2412,2415,2465,2469,2479,2564,2606,2609,2639,2661,2696,2700,2703,2799,2888,2924,2925,2950,2957,2970,3061,3086,3089,3126,3182,3197,3274,3389,3404,3449,3468,3488,3527,3551,3554,3582,3587,3609,3610,3631,3695,3775,3804,3830,3840,3847,3860,3882,3892,3927,4045,4099,4138,4181,4230,4264,4287,4295,4314,4389,4442,4455,4457,4524	2017,2886,3030,3107,3165,3394,3618,3740,3828
ENST00000254579	4477	224,259,449,458,472,490,1096,1576,1871,2054,2316,2781,2945,3040,3075,3193,3289,3309,3343,4191	289,443,492,943,1218,1252,1326,1674,1708,1948,2070,2387,2403,2481,2485,2503,2715,2868,2870,2879,2917,2965,3177,3223,3381,3414,3463,3499,3537,3790,4178,4225	57,158,319,540,719,783,881,1070,1150,1318,1329,1403,1499,1954,2340,2356,2374,2792,2825,2901,2935,3154,3216,3523,3684,3890,3963,3967,3971,4002,4193,4204,4233,4268,4280,4335	19,27,45,229,281,335,388,478,529,536,551,571,580,587,637,672,716,773,780,797,829,851,971,972,1003,1011,1079,1123,1176,1198,1305,1330,1405,1521,1567,1665,1685,1745,1849,1859,1913,1987,2009,2026,2044,2085,2188,2189,2199,2214,2227,2367,2393,2404,2488,2489,2528,2656,2717,2794,2810,2891,2900,2994,3003,3149,3199,3322,3338,3427,3439,3483,3497,3511,3519,3536,3560,3569,3672,3702,3775,3951,3977,3997,4015,4125,4185,4189,4296,4346,4350,4360,4388,4422,4425	1952,1974,2705,2936,3546
ENST00000620169	4479	196,274,375,490,504,873,1013,1149,1315,1399,1891,2754,2835,2953,3061,3642,3644,3722,4081,4091,4133,4368,4371,4462	17,44,395,481,535,769,976,1247,1348,1635,1884,1950,2483,2731,3412,3649,3712,3729,3839,3892,4271,4400	313,431,572,589,660,669,797,915,1141,1284,1344,1586,1638,1679,2004,2114,2209,2292,2355,2459,2548,2762,2879,2887,3017,3399,3430,3466,3507,3888,4392	26,51,58,67,81,104,193,208,257,299,312,385,412,420,454,478,486,594,640,659,679,804,813,818,833,971,996,1000,1049,1098,1198,1300,1305,1334,1338,1404,1519,1548,1614,1810,2081,2210,2219,2340,2453,2508,2707,2719,2724,2760,2978,2999,3016,3096,3388,3389,3475,3481,3540,3716,3799,3846,3890,3937,3995,4033,4073,4168,4264,4267,4315	172,1594,2725,3004,3237,4405
ENST00000614102	4401	323,394,614,628,667,756,862,892,1064,1273,1353,1487,1488,1935,2133,2213,2229,2308,2392,2555,2627,2872,2910,3610,3623,3633,3872,4030,4270,4328	399,404,741,988,1222,1679,1742,1758,1868,2313,2401,2971,2982,2984,3215,3611,3622,3817,4147,4159,4169	721,811,882,908,1425,1479,1943,1985,2263,3095,3096,3133,3209,3520,3823,4020	44,61,65,67,225,245,247,406,445,635,638,912,913,926,967,1047,1049,1083,1099,1123,1130,1171,1220,1263,1267,1281,1312,1570,1590,1616,1635,1665,1736,1851,1864,1976,1996,2013,2028,2092,2260,2265,2277,2361,2458,2512,2570,2594,2615,2649,2728,2781,2836,3019,3060,3155,3201,3306,3344,3458,3514,3559,3599,3677,3723,3728,3827,3842,3884,3907,3941,3945,4165,4323	3136,4002
ENST00000262442	4247	445,805,923,937,959,1100,1504,1537,1691,2072,2176,2470,2951,3505,3972	48,233,524,976,1116,1732,2071,2088,2344,2570,2611,2663,3093,3222,3267,3302,3471,3832	109,379,460,550,818,1135,1286,1942,2737,2816,3125,3290,3484,3728,3742	2,3,13,15,53,79,94,95,100,112,177,209,322,331,422,470,492,533,582,594,654,671,695,727,769,777,800,802,835,856,859,864,867,930,984,998,1003,1060,1140,1217,1248,1254,1303,1305,1318,1345,1440,1482,1525,1530,1542,1543,1547,1905,1983,2179,2195,2218,2231,2265,2332,2487,2518,2583,2748,2752,2764,2869,2931,3016,3043,3107,3108,3239,3319,3354,3432,3616,3677,3686,3778,3868,4102,4142	493,819,1890,2309,3160
ENST00000572933	4076	21,46,645,1177,1187,1669,2078,2111,2305,2447,2460,2719,2784,3177,3180,3335,3544,3756,3855	38,660,846,1066,1076,1107,1776,2194,2263,2324,3137,3644,4057	74,147,279,343,554,859,1480,1775,1807,1962,2477,2689,2704,2707,3322,3372,3375,3598,3657,3776,3932	18,23,24,26,33,39,68,176,483,489,515,520,547,584,629,703,746,774,808,815,833,917,950,992,996,1009,1028,1049,1069,1086,1126,1151,1168,1201,1273,1281,1292,1511,1520,1529,1543,1547,1599,1736,1784,1788,1799,1948,1970,2114,2144,2284,2313,2343,2416,2496,2765,2777,2837,3043,3077,3078,3106,3201,3214,3462,3502,3561,3563,3773,3804,3807,4060	27,434,930,1680,2511,2796,2842,3086,3312
ENST00000280772	4047	1646,2121,2471,2587,2795,3019,3688,4012	2415,2674,2819,2984,3682,3937,3951	1558,2153,2459,3382,3568,3639,3994	647,1351,1625,1709,1928,1942,1952,2723,2986,2993,3512,3574,3596,3645,3698,3876,3883,3915	2032
ENST00000374695	3930	143,153,157,232,273,609,781,914,1027,1431,1490,1802,2052,2379,2437,2584,2599,3087,3759	236,278,534,1345,1710,1731,2350,2539,2804,3199,3261	135,228,936,1069,1157,1160,1257,1306,1522,2039,2215,2355,3029,3356,3611	17,300,303,329,351,384,419,504,514,550,568,571,627,682,747,775,1063,1238,1360,1383,1517,1768,1769,1971,1984,2356,2362,2463,2602,2713,2749,2801,2844,3031,3067,3181,3222,3224,3225,3373,3529,3760,3781,3871,3912	3782,3794
ENST00000261800	3983	686,1004,1181,1295,1339,1687,1717,1849,2063,3149,3452,3589,3933	494,1068,1516,1759,1827,1917,3331,3429,3836	262,420,888,1515,1586,2586,3229,3321,3496,3551,3574,3786,3917	63,137,266,370,574,608,661,839,929,962,965,1052,1057,1414,1415,1427,1452,1544,1618,1620,1659,1852,2086,2151,2286,2335,2344,2734,2737,2996,3125,3178,3372,3531,3628,3751,3793,3803,3832,3926,3945,3961	
ENST00000342160	4281		3303	1777,2642,3452	1948,2929,3414,3482	3291,3449,3470
ENST00000377560	4206	3680,4065	1307,2368	2,705	933,3081,3089,3306,3319,3410,3614,3634,3938	1626,3766
ENST00000420323	4060	21,134,173,609,1388,1578,2051,2199,2556,2825,3246,3585	102,553,1065,1292,1354,1361,1438,1473,1484,1869,2044,2721,3287,3513,4033	26,182,215,252,260,299,511,545,549,598,844,1004,1217,1238,1326,1348,1353,1930,2255,2387,2460,2616,2641,2667,2797,2925,3341,3363,3506,3605,3786,3788,3832,3949,3979	36,110,123,164,186,291,346,352,355,372,375,432,440,449,456,636,686,700,719,776,815,1005,1032,1060,1097,1099,1128,1142,1224,1261,1269,1385,1599,1662,1747,1851,1967,2069,2154,2159,2207,2254,2261,2286,2295,2418,2430,2479,2646,2766,2807,2828,2847,2861,2896,2942,3342,3350,3576,3602,3668,3680,3731,3845,3901,3980,3982	86,107,405,486,716,1255,1731,2187,2417,2791
ENST00000378402	4220	13,135,340,494,910,1059,1399,1501,1531,1581,1663,1952,2107,3121,3149,3161,3922,3982,4197,4218,4219	317,469,577,768,1686,2705,2768,2770,2870,3003,3014,3233,3263,3358,3746	193,199,207,547,755,906,1147,1337,1562,1629,1724,1812,2112,2338,2638,2929,3011,3084,4202	29,78,204,251,261,301,341,369,491,545,598,638,647,773,786,804,806,922,1051,1058,1086,1093,1122,1131,1133,1214,1217,1228,1395,1426,1444,1508,1512,1568,1610,1619,1684,1738,1752,1786,1799,1849,1855,1868,1870,1880,1894,1936,1977,2031,2044,2073,2099,2132,2145,2160,2233,2298,2428,2629,2631,2876,2984,3219,3231,3402,3494,3498,3504,3792,3864,3892,3923,3937,4010,4122,4153,4190	1594,1746,2285,4169,4170,4176
ENST00000635942	4091	263,572,844,859,957,962,963,1216,1434,1523,1544,1637,1793,1845,1870,2093,2650,2680,2682,3677	328,400,581,723,1019,1043,1225,1371,1428,1582,1807,1859,2021,2251,2517,2689,2780,2931,3555	152,198,528,597,600,608,613,818,986,1011,1059,1159,1213,1223,1253,1312,1424,1604,1628,1633,2048,2112,2124,2136,2184,2246,2357,2408,2493,2595,2626,2827,2874,3034,3294,3595,3817,4025	129,162,192,215,249,271,277,290,297,303,327,344,376,430,488,492,514,525,527,573,594,596,603,606,638,688,693,708,747,782,828,830,904,937,959,1005,1022,1025,1061,1092,1103,1124,1144,1156,1168,1202,1246,1258,1262,1266,1298,1308,1321,1430,1447,1452,1583,1585,1612,1619,1630,1653,1676,1684,1692,1722,1753,1775,1780,1783,1789,1826,1837,1842,1850,1877,1905,1914,1948,1955,1983,1997,2049,2052,2054,2071,2091,2176,2200,2239,2252,2282,2325,2378,2483,2524,2530,2534,2598,2623,2653,2678,2698,2797,2800,2828,2840,2841,2856,2867,2882,2887,2913,2975,2979,3025,3048,3475,3493,3590,3754,3775,3972	199,583,702,824,896,1048,1083,1146,1331,1336,1698,1864,1906,2004,2249,2293,2503,2854,2981
ENST00000620676	4145	606,940,1186,1316,1669,1928,2156,2678	134,595,1182,1451,1809,3351,3404	599,1315,1469,1663,2091,2432,2460,3083,3461	205,417,420,485,591,627,1057,1452,1563,1768,1857,1897,1913,1985,2083,2131,2142,2307,2478,2484,2488,2505,2506,2508,2511,3107,3456,3463,3465,3730,3752,3984	
ENST00000261383	4028	116,516,526,1045,1949,2356,2377,2389,2716,2948,2997,3808	49,859,1543,1640,2160,2551,3121,3411,3628,3761	194,650,686,738,1039,1221,1789,2044,2146,2373,2532,2552,3006,3207,3221,3318,3574,3714	5,17,68,130,132,263,303,360,405,535,538,568,581,585,636,646,681,707,718,748,793,878,935,943,973,979,1220,1298,1680,1711,1823,1902,1934,2014,2068,2122,2125,2282,2549,2642,2656,2729,2828,2898,3142,3246,3356,3416,3431,3454,3497,3564,3592,3631,3704,3778,3814,3874,3924	746,1215,1982,2635,3765
ENST00000613296	3947	82,364,383,410,663,767,842,879,1007,1372,1402,1555,1621,1672,1705,1993,2137,2166,2199,2398,2480,2489,2554,2685,2929,3058,3439,3453,3628,3842,3856	47,94,97,168,244,516,783,836,954,988,1152,1221,1327,1351,1514,1550,1652,1659,1727,1807,1842,1862,1891,2089,2173,2198,2269,2475,2778,2838,3126,3166,3292,3444,3744,3779	8,134,385,463,548,748,940,991,1187,1234,1243,1306,1354,1378,1382,1433,1485,1792,1801,1814,2201,2286,2578,2657,2692,2711,2910,3009,3277,3562,3825,3918,3920	6,9,22,28,48,53,59,112,132,197,283,290,329,347,359,390,395,414,507,566,598,638,650,660,688,709,722,741,809,819,827,867,917,924,1012,1025,1033,1038,1081,1093,1116,1147,1153,1166,1180,1207,1208,1254,1267,1299,1315,1317,1332,1377,1401,1406,1424,1439,1464,1493,1503,1509,1520,1549,1596,1624,1634,1639,1709,1718,1744,1750,1790,1817,1831,1861,1871,1931,1936,1958,1962,1970,1971,1986,2029,2051,2153,2191,2389,2390,2468,2497,2499,2558,2584,2593,2598,2662,2677,2717,2728,2734,2752,2753,2776,2780,2817,2818,2842,2852,2854,2858,2913,2922,2946,2947,2949,2961,3014,3221,3233,3236,3260,3298,3301,3317,3326,3349,3379,3445,3450,3490,3632,3637,3645,3689,3731,3732,3773,3800,3820,3821,3849,3850,3854,3900,3908	442,3759,3839
ENST00000312428	3948	101,180,281,610,703,798,1083,2186,2329,2337,2388,3212,3243	383,583,724,1847,2241,2314,3362,3895	4,111,423,441,456,604,648,784,1781,1855,1883,2175,2362,2595,2999,3041,3326,3584,3785,3841	12,13,23,25,86,262,263,324,364,369,379,428,446,476,483,487,542,587,673,682,689,737,809,944,1055,1087,1135,1154,1585,1648,1803,1808,1911,1943,2060,2077,2148,2391,2467,2537,3045,3122,3177,3219,3456,3652,3728,3738,3748,3910	
ENST00000446378	3892	277,460,519,576,601,648,765,1171,1220,1305,1455,1614,1765,1842,1894,2041,2072,2416,2946,3181,3298	367,374,473,481,634,638,642,684,715,862,1059,1314,1466,1544,1797,1995,1997,2289,2442,2848,2970,3168,3255,3515	3,216,222,234,251,339,542,739,817,884,977,1018,1026,1240,1310,1315,1421,1432,1548,1689,1875,2023,2199,2338,2412,2445,2448,2555,2620,2849,3118,3304,3681,3689	64,79,82,88,89,162,213,228,247,287,419,458,467,479,483,496,497,539,545,581,589,640,654,671,673,742,758,761,920,933,995,1040,1054,1056,1077,1111,1148,1160,1225,1292,1293,1299,1311,1317,1321,1373,1386,1393,1405,1423,1442,1449,1465,1491,1495,1538,1556,1557,1637,1723,1778,1813,1830,1858,1862,1934,1950,2006,2017,2059,2067,2089,2091,2136,2138,2176,2185,2230,2237,2238,2256,2342,2373,2423,2424,2446,2482,2491,2504,2515,2540,2588,2595,2607,2629,2637,2656,2657,2661,2699,2703,2747,2760,2842,2854,2865,2909,2918,3001,3005,3096,3125,3129,3141,3218,3247,3251,3290,3312,3318,3363,3851,3864	499,1149,1239,1410,1428,2198,2481,2593,3002,3746
ENST00000512123	3948	121,294,586,653,654,1158,1206,1240,1730,2159,2169,2218,2261,2314,2620,2768,3497,3502,3795,3905	236,301,374,828,950,1242,1466,1493,1511,1568,2092,2681	267,743,763,947,1069,1327,1374,1429,1489,1555,1610,1696,1945,2005,2083,2248,2310,2468,3122,3563,3895	2,14,66,73,130,188,247,276,320,333,457,511,532,562,597,606,685,722,749,777,800,836,894,988,1024,1046,1053,1055,1072,1095,1111,1188,1220,1222,1280,1332,1416,1462,1576,1605,1672,1723,1787,1835,1955,1972,2013,2028,2030,2037,2041,2078,2096,2106,2153,2368,2420,2641,2674,2675,2745,2769,2802,3354,3735,3771,3799,3829,3870,3912	415,463,1408,1834,1863,1989,2908
ENST00000358544	748	115,243	731	675	113,120,122,300,624,705	125,318,541,669
ENST00000672209	3892	2264,2309,2687,2794,2856,2964,3095,3237,3279,3320,3721	1609,1785,3107,3148,3191,3245,3396,3676,3782	1432,1625,1999,2036,2134,2587,2599,2786,2825,2882,3687,3853	1565,1586,1621,1668,1746,1765,1772,1803,1809,1827,1833,1982,2027,2039,2049,2207,2219,2281,2291,2440,2557,2577,2580,2585,2588,2653,2695,2776,2791,2921,2932,2943,2959,3120,3152,3174,3251,3295,3352,3395,3635,3668,3711,3727,3728,3745,3749,3760,3772,3794,3869	1678,1745,2214,3265
ENST00000359028	3870	31,63,78,479,786,826,2042,2298,2401,2436,2453,2954,3868	338,722,1862,2674,2737,2750,2761,3054,3443,3828	53,375,525,712,794,999,1223,1788,1918,2044,2258,2360,2411,2616,2740,2755,2767	33,73,93,95,98,114,152,329,345,366,418,466,493,527,1030,1035,1061,1093,1152,1192,1224,1231,1243,1294,1303,1307,1424,1425,1468,1696,2147,2297,2342,2369,2386,2424,2445,2466,2495,2502,2527,2529,2534,2543,2567,2593,2613,2637,2651,2654,2701,2751,2785,2897,2951,2964,3285,3503,3505,3510,3616,3636	806,1063,2408,3767
ENST00000296452	3620	759,1646,1732,2322,2633,2871,3163,3557	650,685,864,1163,1449,1734,2238,2324,2747,3539	579,872,1123,1426,1693,2504,2957,3050,3202,3228	13,264,345,373,389,457,508,523,549,583,663,670,748,785,1141,1142,1151,1169,1255,1312,1714,1896,2229,2273,2302,2326,2348,2403,2483,2486,2739,2973,2977,2982,3054,3180,3194,3413,3415,3520,3589	1615,3122
ENST00000371117	3859	19,240,533,564,576,594,812,890,1056,1484,1526,1742,1921,1942,2144,2175,2482,2643,3250,3413,3477,3800	473,796,1103,1518,1519,1559,2054,2221,2553,2607,3037,3203,3696,3709,3797	25,65,177,469,568,668,672,673,870,1008,1117,1140,1318,1388,1397,1480,1538,1840,2155,2394,2491,2508,2754,2880,2894,2979,3426,3448,3473,3597,3664,3744,3759,3791	33,106,126,170,172,174,249,250,282,331,396,405,415,474,484,494,538,552,554,575,607,657,659,694,719,776,819,842,950,953,964,1004,1043,1114,1152,1168,1200,1219,1244,1252,1254,1284,1304,1309,1360,1370,1385,1417,1435,1523,1535,1541,1565,1623,1666,1676,1686,1697,1698,1817,1821,1824,1829,1929,1931,1956,1999,2009,2015,2048,2078,2087,2109,2196,2222,2289,2425,2438,2443,2515,2519,2591,2627,2631,2645,2789,3049,3088,3113,3114,3182,3366,3432,3438,3507,3531,3649,3710,3715,3723,3727,3746,3758,3796,3821	75,934,989,1006,1149,1457
ENST00000389793	3736	159,162,545,778,808,987,1300,1895,2086,2176,2460,2555,2740,2748,3118	93,189,207,563,795,1152,1223,1757,1861,2310,2767,2792,3109,3116,3418,3528	687,742,1089,1225,1408,1459,2042,2765,3609	98,125,177,202,243,248,336,400,429,547,633,724,731,746,810,814,824,856,879,914,926,975,984,994,1001,1002,1004,1012,1013,1047,1060,1064,1107,1372,1530,1542,1558,1806,1946,2024,2036,2161,2183,2245,2257,2292,2660,2836,2986,3053,3352,3417	
ENST00000297405	3707	21,887,1335,1479,2701,3319,3349	18,500,2408,2790,3189,3313	3,57,129,513,1500,2060	419,784,1037,1038,1200,1899,1903,2142,2259,2822,3134,3164,3165,3226,3321,3374,3465,3535,3555	
ENST00000357033	3685	219,377,997,1096,2012,2242,2365,2491,2613,2635,2671,2937	343,373,549,1034,2161	488,593,955,1136,1716,2311,2339,2871,2930	66,121,122,128,129,205,273,414,645,714,750,830,834,838,919,987,1007,1020,1045,1146,1375,1388,1394,1640,2201,2388,2397,3022	687,2434
ENST00000644861	3636	101,384,673,862,881,966,977,990,1118,1495,2202,2796,3004,3060,3394	449,533,534,965,1172,1205,1245,1303,1335,1558,1586,1786,2200,2323,2482,3100	453,1146,1215,1255,1382,2018,2394	40,776,796,920,961,1100,1168,1266,1485,1539,1544,1577,1681,1691,1703,1780,1796,1816,1951,1966,1986,2110,2143,2149,2315,2333,2352,2379,2632,3454,3549,3560,3612,3634	1430
ENST00000375759	3634	1066,1324,1684,1689,2333,2569,2744,3451	519,989,1745,2380,2381,2402,2745,2964,3229	1005,1104,1298,1620,1749,2023,2034,2038,2042,2128,2197,3003,3301,3305,3338,3382	2,682,748,887,944,949,977,1004,1076,1086,1212,1235,1257,1271,1548,1588,1602,1637,1661,1693,1703,1772,1783,1802,1831,2005,2032,2089,2117,2223,2238,2283,2294,2345,2378,2389,2442,2521,2561,2577,2773,2777,3215,3219,3310,3336,3348,3394,3416	1338,2003,2550,2750,3345
ENST00000268489	3106	72,777,2923,2990	46,49,177,706,1597,1964	113,363,899,1923,1936,1942,2685,3004	618,772,1180,1323,1336,1463,1567,1568,1570,1571,1573,1574,1946,1961,1966,2006,2461,2635,2753,2942,2950,2953,2961	2722
ENST00000651372	3306	550,1055,1312,1467,1674,2787,2931	527,547,1206	269,429,450,1110,1331,1374,3007,3288	60,497,555,577,1075,1150,1158,1184,1191,1361,1619,1621,1628,2084,2543,2691,2864,2941,3297	
ENST00000401783	3533	292,503,1444,1616,2355,2712,2743,2796,2864,3011,3413	191,497,1617,1793,1894,2454,2642,2829,2930,2933,2995,3393	643,775,824,1245,1289,1790,2383,2599,2629,2947,3038,3119,3489	24,74,436,481,603,734,741,1009,1020,1177,1292,1473,1541,1590,1726,1731,1735,1769,1840,1853,1908,1937,1939,1960,1988,2156,2231,2274,2571,2589,2593,2608,2721,2731,2744,2876,2898,2903,2978,2991,2996,3040,3108,3145,3193,3245,3248,3263,3277,3389,3392	645,659
ENST00000398571	3531	646,1783	3262,3414	97,2027,2163,3036,3400,3485	86,463,1545,1595,2333,2391,2948,3310,3337,3397,3425,3500	
ENST00000520002	3536	144,1548,2081,2269,2569,2573,2795,2907,3083,3166	139,2362,2582,2867	511,1124,1129,1338,1578,2033,2486,2588,2841,2887,3044,3049,3445	153,187,210,416,755,910,1032,1045,1174,1185,1299,1312,1314,1502,1558,1569,1621,1622,1624,1626,2201,2386,2409,2438,2461,2472,2572,2643,2747,2780,2810,2852,2861,2862,2864,2873,3023,3076,3096,3172,3176,3181,3187,3238,3241,3294,3329,3374,3386	1118,2854,3040,3043
ENST00000314191	3141	841,965,985,1158,2394,2518	383,661,791,1494,2280,2718	481,927,1485,2217,2442	20,48,147,249,259,413,597,694,697,706,854,923,971,1371,1450,1471,1499,1512,2006,2043,2282,2350,2887,2892,3102,3106,3109,3115	2123
ENST00000373381	3267	35,309,406,2344,2857	1487,1547,1550,2269,2503,2757	944,1253,1940,2400,2502,2571,2646,2786,3076	50,283,394,399,673,709,916,930,931,1042,1070,1131,1139,1140,1142,1144,1145,1147,1425,1446,1671,1803,1824,2045,2052,2068,2153,2182,2366,2372,2444,2465,2570,2581,2587,2635,2660,2830,3033,3037,3126,3147	1086
ENST00000424685	3443	818,835,2923	450,694,841	254,1782,2199,3284	186,493,633,815,1488,1552,1778,1857,1872,2355,2954,3119,3121,3178	1936
ENST00000634258	3361	912,1821,2123,2325,3168	713,829,846,1071,1255,1680	851,1179,1895,2332,2754,2830	74,843,999,1018,1146,1172,1178,1232,1345,1370,1423,1617,2328,2486,2545,2589,2621,2880	2761
ENST00000367409	3384	281,293,340,607,1496,1575,1674,1927,1939,2177,2210,2329,2466,2503,2923,2978,3006	304,570,855,867,1089,1451,1543,1618,1737,1754,2622,2703,2718	395,445,613,997,1412,1447,1468,1639,1655,1864,1887,1918,1945,1961,2112,2144,2191,2342,2455,2597,2660,2666,2745,3041,3043,3074,3199,3373	9,72,104,145,177,220,253,275,308,322,323,418,457,461,476,629,630,632,648,668,968,1064,1076,1111,1278,1279,1287,1311,1433,1456,1517,1529,1585,1681,1833,1889,1959,1978,2008,2075,2170,2254,2277,2316,2391,2395,2415,2464,2478,2500,2518,2565,2569,2590,2610,2616,2641,2672,2676,2690,2695,2754,2838,2913,3040,3048,3064,3113,3198	204,576,652,1609,2136,2158,2736,3029,3217
ENST00000367545	3433	706,1017,2056,2088,2202,2302,2470,3043	790,814,885,1040,1114,2115,2474,3257,3417	723,906,930,990,1082,1084,1260,1266,1470,1763,1856,2437,3285	285,451,468,663,688,735,777,815,826,859,866,891,899,1202,1258,1261,1319,1462,1575,1592,1683,1686,1701,1765,1782,1788,1800,1807,1965,1970,2023,2132,2216,2217,2406	893,952,1806
ENST00000295888	3402	1408	793,1556,1619,3255,3288	402,741,821,1122,2967	381,753,1140,1386,1579,1852,1933,3011,3206,3234,3359	
ENST00000252999	1635	598,641,805,811,914,1054,1255,1352,1454,1604	859,1543	238,262,311,349,369,373,604,1033,1146,1152,1266,1356,1427,1520	76,115,116,219,413,455,468,485,496,505,522,537,542,684,706,752,759,763,807,808,861,910,1007,1089,1116,1117,1301,1472,1484,1531,1557,1573,1623	1351
ENST00000380152	3411	262,570,984,991,1391,1585,1966,2182,2238,2460,2656,3042	283,862,1154,1303,1325,1728,1731,1801,2391,2536,3198,3390	333,415,517,679,925,1175,1684,1862,2193,2263,2335,2353,2585,2910,2942,2954,3073	9,92,96,102,161,190,203,248,270,295,313,315,318,334,351,359,360,375,406,434,448,472,478,490,522,546,548,557,574,601,666,681,733,736,756,768,798,805,806,828,840,863,869,882,927,931,933,943,950,951,956,963,1004,1022,1086,1088,1116,1139,1152,1186,1189,1214,1255,1278,1288,1300,1324,1340,1343,1355,1368,1381,1396,1424,1425,1437,1439,1449,1478,1486,1495,1506,1552,1561,1619,1650,1697,1711,1719,1760,1786,1842,1843,1849,1861,1887,1898,1909,1932,1960,1971,1975,1980,1989,2028,2031,2058,2063,2068,2073,2102,2107,2130,2153,2161,2163,2203,2206,2213,2252,2270,2273,2278,2330,2345,2368,2382,2395,2397,2413,2426,2437,2463,2474,2497,2523,2544,2559,2693,2694,2822,3085,3112,3128,3139,3195,3234,3258,3262,3276,3316,3321,3371,3379,3393,3399	3130
ENST00000299441	3297	762,776,1661,2609,2714	146,173,461,681,907,964,1717,1730,1827,2126,2988	998,1013,1280,1610,1920	7,20,201,268,305,314,473,474,512,517,695,733,870,876,946,1068,1355,1362,1582,1801,1802,1831,1914,2037,2075,2092,2419,2484,2487,2513,2977,2983	1424
ENST00000164024	3095	284,307,782,1648,1663,2608,2899,3004	1066,1251,1757,1898,2089,2239,2246,2343,2728,2917	118,137,165,500,962,1643,1845,1869,2051,2659	12,16,48,54,68,115,117,168,195,237,781,961,1246,1387,1621,1641,1770,1786,1787,2371,2409,2753,2823,2830,2939,2991,3051	177,184,3014
ENST00000377833	3280	16,89,245,252,301,349,818,1406,1423,1721,1756,2161,3008,3029,3097	32,100,164,389,596,966,1065,1543,1774,1853,2020,2759,2769,2921,2952,3167,3259	37,411,438,671,849,1035,1638,1691,1736,2229,2367,2406,2407,2411,2416,2417,2419,2486,2606,2615,2618,2637,2641,2646,2648,2649,2790,2826,2835,2853,2854,2860,2936,3070	12,26,40,232,397,442,450,451,468,576,662,706,710,713,724,726,737,761,783,854,873,974,1058,1174,1270,1304,1364,1377,1506,1517,1574,1578,1595,1604,1627,1676,1700,1712,1716,1728,1768,1798,1885,1901,1919,1984,2167,2238,2299,2365,2703,2741,2760,2887,2942,2969,2983,2990,3062,3076,3155,3197,3199,3208,3253,3270	2265,2340,3193
